ID,Tweet,Tweet_Padre,Violencia,Homofobia,Xenofobia,Incensurable,ID_Tweet_Padre
430,El 60 % son FFAA… hay que echarlos? … qué mala. Leche eres…. Te escuché en la radio,SinTweetPadre,1,0,0,0,
431,¿Pedro Pascal es hueco? THIS DIVA!  ‍,"Estoy de acuerdo un 50% con tu comentario porque la preferencia de género y la de ideología política son dos cosas totalmente distintas y separadas la una de la otra. Claramente el comentario de arriba aludía a la primera de manera despectiva, como algo negativo y no corresponde.",0,1,0,0,X
432,"Pobre familia loco, a los padres les salió un hijo travuco y el otro hueco  No se lo deseo ni a mi peor enemigo...",¿Pedro Pascal es hueco? THIS DIVA!  ‍,0,1,0,0,431
433,Solo falta que se case con su prima noma....,¿Pedro Pascal es hueco? THIS DIVA!  ‍,0,1,0,0,431
434,"Tragando sables, estaba como loquita ahí",¿Pedro Pascal es hueco? THIS DIVA!  ‍,0,1,0,0,431
435,WekoWoke,¿Pedro Pascal es hueco? THIS DIVA!  ‍,0,1,0,0,431
436,Pobre papá de esos dos hermanos jajajajaj,¿Pedro Pascal es hueco? THIS DIVA!  ‍,0,1,0,0,431
437,Zurdo woke.. siempre son degenerados wekos y le gusta esconderse weas en el culo,¿Pedro Pascal es hueco? THIS DIVA!  ‍,0,1,0,0,431
438,La obsesión que tienen estos fachos con la sexualidad del resto oajsaojsoajsoajaoaja,¿Pedro Pascal es hueco? THIS DIVA!  ‍,1,0,0,0,431
439,"La cantidad de cometarios homofobicos es sorprendente. Un chileno que triunfa en una industria competitiva a nivel mundial, que es uno de los actores del momento y es chileno y que hacen los CTM envidios fijarse en puras weas.  Es cierto, los chilenos somos tan chaqueteros",¿Pedro Pascal es hueco? THIS DIVA!  ‍,1,0,0,0,431
440,"Ser facho, sinónimo de ser mala persona y mala clase.",¿Pedro Pascal es hueco? THIS DIVA!  ‍,1,0,0,0,431
441,"Creo que su sexualidad es un problema de él, a mi me gusta como actor, y como tal le ha ido muy bien, lo que haga en su cama me tiene sin cuidado.",¿Pedro Pascal es hueco? THIS DIVA!  ‍,0,0,0,1,431
442,"Mi abuelo un hombre muy sabio, y básico para los estándares actuales. En estos casos diría : mientras no me duela a mi, que todos sean felices. Voy por un café , antes de ver el episodio de esta semana de the last of us.",¿Pedro Pascal es hueco? THIS DIVA!  ‍,0,0,0,1,431
443,Este tweet es casi más feo que pegarle a la mamá. Y ambos del mismo autor,¿Pedro Pascal es hueco? THIS DIVA!  ‍,1,0,0,0,431
444,"En USA ya es un tema recurrente pero él no lo quiere confirmar ya que actores que salieron del closet los bajaron de películas   Y cada vez que Pascal se saca fotos con hombres besándose, luego las tiene que bajar y le cuelgan un romance de mentira con una mujer .",¿Pedro Pascal es hueco? THIS DIVA!  ‍,0,0,0,1,431
445,Jajajaja…. Rehueco  ….    Jajajaja,¿Pedro Pascal es hueco? THIS DIVA!  ‍,1,1,0,0,431
446,Y los que juegan pádel agarrandose el poto son huecos?,¿Pedro Pascal es hueco? THIS DIVA!  ‍,0,1,0,0,431
447,"Lo que se no se pregunta.Ja,ja",¿Pedro Pascal es hueco? THIS DIVA!  ‍,0,0,0,1,431
448,Si fuera que? Le tiene envidia? Jajajajaja por que si no? En que te molesta,"En USA ya es un tema recurrente pero él no lo quiere confirmar ya que actores que salieron del closet los bajaron de películas   Y cada vez que Pascal se saca fotos con hombres besándose, luego las tiene que bajar y le cuelgan un romance de mentira con una mujer .",0,0,0,1,444
449,"Demás sale hueco...aúnque no me sorprende, es su vida, mientras no falte el respeto a los demás ahí el","En USA ya es un tema recurrente pero él no lo quiere confirmar ya que actores que salieron del closet los bajaron de películas   Y cada vez que Pascal se saca fotos con hombres besándose, luego las tiene que bajar y le cuelgan un romance de mentira con una mujer .",0,0,0,1,444
450,"Si, están súper tristes con lo exitosos que son    Se secan las lágrimas con billetes ","Pobre familia loco, a los padres les salió un hijo travuco y el otro hueco  No se lo deseo ni a mi peor enemigo...",0,0,0,1,432
451,masculinidad fragil?  Te dieron ganas salir del closet ? Jajajajaja,"Pobre familia loco, a los padres les salió un hijo travuco y el otro hueco  No se lo deseo ni a mi peor enemigo...",0,0,0,1,432
452,Que falta de respeto llamarlos trabucos.... Se les dice Travesaños.,"Pobre familia loco, a los padres les salió un hijo travuco y el otro hueco  No se lo deseo ni a mi peor enemigo...",0,1,0,0,432
453,"Imagina tu familia, teniendo a un agresor e imbecil que postea webadas todo el día en X","Pobre familia loco, a los padres les salió un hijo travuco y el otro hueco  No se lo deseo ni a mi peor enemigo...",1,0,0,0,432
454,Y es más exitoso y feliz que el dueño de esta cuenta de seguro XD,"Pobre familia loco, a los padres les salió un hijo travuco y el otro hueco  No se lo deseo ni a mi peor enemigo...",0,0,0,1,432
455,"Ya pero no andan chupando pico, como tú lo haces con Kast","Pobre familia loco, a los padres les salió un hijo travuco y el otro hueco  No se lo deseo ni a mi peor enemigo...",1,0,0,0,432
456,"Ese  qliao  le copio el look al vampiro  gay  del  @kurtBarlowBS  ,,,Lorea  @crislogistico    @Barbara_Travsti   @librenacional3   @TataTX2025  ",SinTweetPadre,1,0,0,0,
457,Cállate  Gay   qliao !!,SinTweetPadre,1,1,0,0,
458,"Esto lo estoy escribiendo callado. Lea más amigo, le va a servir.",Cállate Gay qliao!!,0,0,0,1,X
459,"Te encantan esos o no,?? Tu polola ya te cacha ctm",Cállate Gay qliao!!,1,0,0,0,X
460,Te saltaste la clase de gramática en el colegio?,Cállate Gay qliao!!,0,0,0,1,X
461,"ni si quiera dices pq es superior weon  qliao  XDDD, entre más dices más pienso que eres  gay .",SinTweetPadre,1,1,0,0,
462,Pensé que habiai sido tu viejo ql iao ga  y ,SinTweetPadre,1,1,0,0,
463,Igual te corriste la japa viejo  ql iao ga  y ,SinTweetPadre,1,1,0,0,
464,Qliao   gay,SinTweetPadre,1,1,0,0,
465,Viejo  qliao,SinTweetPadre,1,0,0,0,
466,q no s enoje  gay   qliao  no ve q lo hago x él,SinTweetPadre,1,1,0,0,
467,"jajajajajajajajajajajajajajajajajajajajajajajajajaja, reunión se llama ahora a correrse la paja viendo sexo  gay , jajajajajajajaja tu mamá dice que no teni arreglo, deja la paja  qliao  que ya t tiene mongolico esa wea. Anda a bañarte será mejor y hace alguna wea con tu cagá de vida",SinTweetPadre,1,1,0,0,
468,"Anda a lavarte el culo hueco de  ,tomando proyectos como tuyos, LADRON PEDÓFILO  QLIAO ..  GAY  -BRIEL te queda poco..tengo un fusil si quieres te lo regalo ",SinTweetPadre,1,1,0,0,
469,"Te gusta que te humillen peruano  gay , hay mas probabilidad de encontrar alguien parecido a evo morales en peru a alguien parecido al loco rene en chile JAJAJAJAJAJAJAJA MONO  QLIAO",SinTweetPadre,1,1,1,0,
470,lee la noticia poh flojo  qliao,SinTweetPadre,1,0,0,0,
471,"Entero  gay  ese wn de  @ElGeorgeHarris   Sal del clóset feo  qliao , hazte menos cola y mas hombre, maraco fome sin remate.",SinTweetPadre,1,1,0,0,
472,Te llamai fideos con salsa po weon debi ser un  qliao  waton que ocupa ropa oversize y es el amigo  gay,SinTweetPadre,1,1,0,0,
473,Cállate  gay   qliao !!,SinTweetPadre,1,1,0,0,
474,no sirve ni wea!  @movistar   qliao,SinTweetPadre,1,0,0,0,
475,asqueroso subnormal puta  gay  pierdete weon estupido ip: 123. 453. 234. inculto aweonao lgbt simp zzz aburrido feo infeliz ijoputa tu mama estupido yolotrol xokas informate furro rata de 2 patas deja de llorar sin estudios  sacowea  adicto al lol gordo toxico callate asqueroso zorra,SinTweetPadre,1,1,0,0,
476,"la lesbiana me tiene podrido viejo, el lea es un  sacowea  pero no tan  gay",SinTweetPadre,1,1,0,0,
477,"""ay es que ella lo negó en vida, aunque haya sido verdad hay q respetarla"" POR ALGO SERÁ PO  SACOWEA , SI ERA UNA MUJER ESCRITORA EN EL SIGLO XX, COSTABA MÁS QUE LA CHUCHA QUE LA ESCUCHARAN IMAGINATE LA CENSURA SI HUBIERA ADMITIDO ORGULLOSAMENTE SER  LESBIANA , SON WEONES O SE HACEN “No entiendo eso de relevar el lesbianismo”: Usuarios cuestionan al Gobierno por foco en la conmemoración de Gabriela Mistral   https://cnnchile.com/tendencias/no-entiendo-eso-de-relevar-el-lesbianismo-usuarios-cuestionan-al-gobierno-por-foco-en-la-conmemoracion-de-gabriela-mistral_20250401/… https:// entiendo-eso-de-relevar-el-lesbianismo-usuarios-cuestionan-al-gobierno-por-foco-en-la-conmemoracion-de-gabriela-mistral_20250401/ …",SinTweetPadre,1,0,0,0,
478,El  sacowea  cree que adolescente =  lesbiana,SinTweetPadre,1,0,0,0,
479,"puta madre uno ya no puede jugar roblox tranquila , igl no soy  lesbiana , pero si lo fuera k xuxa t importa a vo  sacowea , y pendejo pareci vo burlandote de cuerpos ajenos y tmb acosando ridiculoo Que tan mal y patética debe ser tu vida para que te defiendan pendejas lesbianas   x.com/addicctqns/sta…",SinTweetPadre,1,0,0,0,
480,Y LA RISITA  SACOWEA  QUE LE SALE AL FINAL A ESTA MONJA RECULIA ASQUEROSA  @ManuelDTP  POR ESO TE CAGO LA CARE  LESBIANA  MOJÓN!  https:// /Carlos_Chuncho_/status/1875670186021585316 …,SinTweetPadre,1,1,0,0,
481,soy  lesbiana ....,SinTweetPadre,0,0,0,1,
482,"Mi hija se vestía con ropa negra, ancha y por eso pensaban que era rara y  lesbiana  tonto weon, eres igual de  sacowea  que mi vecina.",SinTweetPadre,1,0,0,0,
483,Cómo que  lesbiana   sacowea  xdxd soy hombre que no veas las fotos es otra cosa y no soy retrasado el que si lo está eres tú ksksksskskkskkskksksk,SinTweetPadre,1,0,0,0,
484,"Oye wn si tú mina te dejó por otra mina y se hizo  lesbiana  no tenís pa que echártela al tajo, no la agarres con el mov. feminista ni LGBT Es la típica monserga del wn frustrado y dañado Mañana si me mandó un neologismo, también vas a salir a cacarear? Entero e' pollo  sacowea",SinTweetPadre,1,0,0,0,
485,""" una más y me vuelvo  lesbiana  ""... una vez más q dices eso y te voy a matar  conchetumare",SinTweetPadre,1,0,0,0,
486,"Viendo a colo colo…, HICISTE  LESBIANA  A UNA MUJER HIJO DE PUTA!",SinTweetPadre,1,1,0,0,
487,lesbiana  culia estupida guaton  conchetumare,SinTweetPadre,1,1,0,0,
488,"VAMOS CONCHETUMARE AL FIIIIIIIIIIIIIIIIIIIIIIIN LA TENGO!!!!!!!! Tenía miedo de perder el 50/50 por el poco tiempo que me quedó del banner con mi viaje, que feliz soy de tener a esta lesbiana tan dulce junto a su novia",Y esto???????? Hinchas de instagram qlos,0,0,0,1,X
489,"Como que Cobreloa se ha armado bien, con el  perro  conchetumare  de Navarrete, el ex jugador Barrera y la  lesbiana  de Arace robando oxigeno en mi querido Club de Deportes Cobreloa.",SinTweetPadre,1,1,0,0,
490,me duele Tanto la espalda  conchetumare  de puro estar echao tejiendo como 15 horas,SinTweetPadre,0,0,0,1,
491,a veces a un  conchetumare  simplemente le dan ganas de visitar el cementerio un día de verano,SinTweetPadre,0,0,0,1,
492,No si le van a aplaudir  enfermo   qliao,SinTweetPadre,1,0,0,0,
493,"Sapo  qliao   enfermo , basta con leer su perfil, para darse cta q no es normal, debe ser de derecha este descerebrado fanático, no me explico otra cosa para ser tan imbecil y, más encima critica una maqueta, q ni eso tienen, envidioso el awevonao",SinTweetPadre,1,0,0,0,
494,una pendeja feminazi hembrista misandrica  enferma  mental  lesbiana  trans-tornada chupa conchas habla de fracasado inculto y es una pendeja feminazi retrasada mental fracasada inútil inculta que apoya un país donde Adrián y violan mujeres y casan niñas de 8 años con pedofilos de 50,SinTweetPadre,1,1,0,0,
495,"La homofobia no existe pendeja feminazi hembrista misandrica  enferma  mental  lesbiana  transtornada retrasada mental que te crees hombre porque te encanta chupa conchas y tragar flujos vaginales con sangre de regla disfrazado de hombre, esa mierda la invitaron los enfermos mentales",SinTweetPadre,1,1,0,0,
496,"Esperaaaa, me estas diciendo que ""estar sana"" es ser heterosexual? Y ser  lesbiana  o bi es ""estar  enferma ""??? Si es así, pues aquí hay mucha ignorancia y homofobia pffffff",SinTweetPadre,0,0,0,1,
497,"Le tuve una pizca de fé, pero no podés ser tan  LESBIANA  MALA,  enferma , loca, MALA MUY MALA!!!!!!!!",SinTweetPadre,1,1,0,0,
498,MAS  ENFERMA  SERAS TU QUE ERES  LESBIANA,SinTweetPadre,1,1,0,0,
499,"Buen día gente bonita, hoy estoy mucho mejor    Me merezco un cafe, también mientras estuve  enferma  me leí ""Mi experiencia  lesbiana  con la soledad""  Y puedo decir que la obra toca temas que a mí parecer son para dialogar largo y los trata de una forma exacta y clara",SinTweetPadre,0,0,0,1,
500,Realmente se lo recomendaría solo a mi público +18  Sin más les deseo un muy buen martes espero que tengan una buena semana y espero poder responder a todos los mensajes que me han dejado   Los quiero gente bonita   Por cierto GRACIAS A TODOS POR SU CARIÑOS ,"Buen día gente bonita, hoy estoy mucho mejor    Me merezco un cafe, también mientras estuve enferma me leí ""Mi experiencia lesbiana con la soledad""  Y puedo decir que la obra toca temas que a mí parecer son para dialogar largo y los trata de una forma exacta y clara",0,0,0,1,X
501,Buenos días Alexito   qué gran noticia que ya te sientes mucho mejor ^^ disfruta del cafecito y se ve interesante el título que leíste :0   Espero termines de recuperarte y puedas estar pronto por acá ,"Buen día gente bonita, hoy estoy mucho mejor    Me merezco un cafe, también mientras estuve enferma me leí ""Mi experiencia lesbiana con la soledad""  Y puedo decir que la obra toca temas que a mí parecer son para dialogar largo y los trata de una forma exacta y clara",0,0,0,1,X
502,No sé que es más gracioso que la pendeja feminazi enferma mental lesbiana transtornada chupa conchas traga flujos vaginales apoye y tape el acoso sexual de violador de monedero o que apoye a palestina dónde violan asesinan a mujeres y obligan a niñas a casarse con pedofilos. PUTA,Hola,1,1,0,0,X
503,"Lo dejé claro en este tuit, @PODEMOS  debe seguir adelante,a pesar de “cantos de unidad” y otras patrañas q han salido ayer,q si Monedero,no es PODEMOS desde hace tiempo,si es culpable q lo pague,DEJAD d buscar MIERDA en la basura para echársela a Ps Mi   no va a cambiar,capichi? NI UN PASO ATRÁS….PODEMOS debe seguir su Hoja de Ruta,aislarse de “cantos de sirenas” sobre unidad,es una TRAMPA No hay que dar EXPLICACIONES….que sigan su camino y nos suelten el brazo de una vez   x.com/Ailaxy/status/…",No sé que es más gracioso que la pendeja feminazi enferma mental lesbiana transtornada chupa conchas traga flujos vaginales apoye y tape el acoso sexual de violador de monedero o que apoye a palestina dónde violan asesinan a mujeres y obligan a niñas a casarse con pedofilos. PUTA,1,0,0,0,502
504,Otra pendeja feminazi hembrista misandrica enferma mental lesbiana transtornada chupa conchas traga flujos vaginales con sangre retrasada mental que odia a los hombres porque sabe que es inferior a nosotros como la pendeja de  @LolaCasamayor,"Lo dejé claro en este tuit, @PODEMOS  debe seguir adelante,a pesar de “cantos de unidad” y otras patrañas q han salido ayer,q si Monedero,no es PODEMOS desde hace tiempo,si es culpable q lo pague,DEJAD d buscar MIERDA en la basura para echársela a Ps Mi   no va a cambiar,capichi? NI UN PASO ATRÁS….PODEMOS debe seguir su Hoja de Ruta,aislarse de “cantos de sirenas” sobre unidad,es una TRAMPA No hay que dar EXPLICACIONES….que sigan su camino y nos suelten el brazo de una vez   x.com/Ailaxy/status/…",1,1,0,0,503
505,"Jajaja alto nombre de banda de rock sería pendeja feminazi misandrica, por cierto, estás re mal de la cabeza papi, busca ayuda ",Otra pendeja feminazi hembrista misandrica enferma mental lesbiana transtornada chupa conchas traga flujos vaginales con sangre retrasada mental que odia a los hombres porque sabe que es inferior a nosotros como la pendeja de  @LolaCasamayor,0,0,0,1,504
506,Otra  lesbiana   enferma  de mierda.,SinTweetPadre,1,1,0,0,
507,"Bueno la superada de la Meli Noto Argentina  qlia , acaba de hacerse famosa en la TV por su caga de enbarazo y gracias a la vieja facha de la  Raquel Argandoña, mientras el flaite del Nano Calderón basurea su hermana  lesbi  Kel. Feliz día Mujeres! Siempre peleando por un pico. ",SinTweetPadre,1,0,0,0,
508,"Eres un miserable,  peruano   qliao  saco de weas",SinTweetPadre,1,0,1,0,
509,Y este  peruano   qliao  cuando me bloqueó? CFFF,SinTweetPadre,1,0,1,0,
510,"Naaa hay que cerrar el estadio, los genios hacen eso, grande  peruano   qliao .",SinTweetPadre,1,0,1,0,
511,"Tu eres  peruano , por lo que eres  inferior  en todo sentido a ambos xd",SinTweetPadre,0,0,1,0,
512,Eres  peruano  y con esta mierda te atreves a decir que somos la India de america? País completamente  inferior  a nosotros,SinTweetPadre,1,0,1,0,
513,Jajajaja jajajaja jajajaja hay  peruano  tenías que ser tan  inferior  jajaja jajajaja jajajaja jajajaja jajajaja jajajaja,SinTweetPadre,0,0,1,0,
514,"Eres  inferior  amigo. Por eso nunca va a ser común ver a una mexicana casada con un  peruano  o a una europea con un  peruano . Siempre será más común verlas casadas con un venezolano, colombiano, argentino, mexicano..etc   Ya deja de hacer el ridículo.",SinTweetPadre,0,0,1,0,
515,"Incluso, un africano es superior geneticamente un  peruano . Tu, como  peruano  no puedes burlarte del fenotipo de ningún otro país ya que eres  inferior , la estatura promedio de los hombres en tu país no pasa de 1.60 mts.   Deja de hacer el ridículo.",SinTweetPadre,0,0,1,0,
516,"Esos simios mexicanos se ofenden por todo, agradezcan que alguien voltea a ver su montón de piedras   Viva el Perú!!!  | México exige compensación al youtuber MrBeast y a una productora, acusándolos de explotar las antiguas pirámides del país con fines comerciales.  El vídeo muestra al influencer en antiguas ciudades mayas con permiso de las autoridades locales.","Eres peruano man, lo que opines no moja ni los talones, eres muy, pero muy inferior al padre de toda LATAM",0,0,1,0,517
517,"Eres peruano man, lo que opines no moja ni los talones, eres muy, pero muy inferior al padre de toda LATAM",Jajajaja lo dice la pendeja feminazi enferma mental lesbiana transtornada hembrista misandrica que quiere justificar una pendeja narcotraficante que murió en su ley y a lo pendeja porque sabe que es una inútil como todas ustedes las pendejas feminazis por eso quieren todo fácil,0,0,1,0,X
518,y ya es raro que los latinos tengan plata (soy  peruano  de una raza  inferior ),SinTweetPadre,0,0,1,0,
519,Algún  veneko  sería. Acostumbran hacerlo #Iquique #Iquique   La dejaron amarrada  en playa blanca,SinTweetPadre,0,0,1,0,
520,Por lo menos tengo nombre no como un cobarde  veneko,SinTweetPadre,0,0,1,0,
521,Ya  vene ko apestoso ven por tu pinga ,SinTweetPadre,1,0,1,0,
522,Jajajaja Jajajaja  Quien es esa hp? Soy  veneko,SinTweetPadre,1,0,1,0,
523,veneko  no opina,SinTweetPadre,0,0,1,0,
524,Silencio  Veneko,SinTweetPadre,0,0,1,0,
525,"@MiltonFriedom5   tu racismo te gano No me quisiste invitar porque como es  veneko  crees que soy negro   @GordoDan_   @Mialygosa   @86Abrazo Asume la responsabilidad que te toca Milton, este es un zurdo q se exilio después de haber dejado el pais casi destruido y ahora quiere seguir repartiendo esas ideas zurdisticas de mierda en el exterior, toda tuya y del PLP de Australia.",SinTweetPadre,0,0,1,0,
526,No me voy a reir porque soy  veneko  y me gusta mucho Boquita ;( hasta sufro los partidos.,SinTweetPadre,0,0,0,1,
527,un minuto de silencio para el explosivo,SinTweetPadre,0,0,0,1,
528,"woww el primer caso, que terribleeee  veneko  sin patria, ustedes matan descuartizan, torturan, catalogados como terroristas en usa, viven en el pais mas pobre de latam, se nota que dios los odia ajajqkqkqjj por monos ",SinTweetPadre,1,0,1,0,
529,Ha llegado mucho  veneko  que mantener.,SinTweetPadre,0,0,1,0,
530,"Si prefiere esperar a boca esta en todo su derecho, pero que no vuelva a nombrar a colo colo nunca mas en su puta vida  boliviano  conchetumare",SinTweetPadre,1,0,1,0,
531,pero si voh eris  Boliviano  poh weón barza.  O creis que no sabemos que tus lukas vienen de la familia ABAROA.,SinTweetPadre,0,0,1,0,
532,"Mentira, soy mega argentino y laburo como ningún  boliviano  trabajaría jamás, adiós De los bolivianos no estoy de acuerdo, laburan como nadie. Es más si a nuestra educacion le sumaramos las ganas de laburar de los bolivianos seríamos china.",SinTweetPadre,0,0,1,0,
533,"Me encanta ese argumento que el  boliviano  es laburador. Tienen que explicar por que usurpan terrenos y hacen villas entonces, o no les gusta pagar impuestos?",SinTweetPadre,0,0,1,0,
534,"Pero si cada  boliviano  tiene 1000 dólares en casa, con eso Alcanza  o si redistribuimos las ganancias de green tower podemos todos",SinTweetPadre,0,0,0,1,
535,"mexicano  de  mierda Aczino se acaba de pegar un cuetazo en el pie, y no lo digo por la renguera.",SinTweetPadre,1,0,1,0,
536,"mexico no es chingon wey, cada día hay mujeres violadas, asesinatos, corrupción, negligencia, inseguridad, políticos delincuentes, discriminación, clasismo, racismo, mexico no tiene nada de bueno, nada aquí está bien",SinTweetPadre,0,0,0,1,
537,“Soy  mexicano  miradme discrimino españoles  ”  Lo que es México con España // Lo que es México actualmente (perdieron medio país con EEUU) #YoDiscriminoALosEspañoles #YoDiscriminoALosEspañoles  ,SinTweetPadre,0,0,0,1,
538,"La gente de hispano america y de España debemos de estar unidos, somos hermanos. Hay que dejar el ego a un lado y ser realistas con todo lo que pasa.",“Soy mexicano miradme discrimino españoles  ”  Lo que es México con España // Lo que es México actualmente (perdieron medio país con EEUU) #YoDiscriminoALosEspañoles #YoDiscriminoALosEspañoles,0,0,0,1,X
539,Muchos de esos sujetos tienen complejos de aspiración a lo anglogermano por más resentidos estén con la conquista europea,“Soy mexicano miradme discrimino españoles  ”  Lo que es México con España // Lo que es México actualmente (perdieron medio país con EEUU) #YoDiscriminoALosEspañoles #YoDiscriminoALosEspañoles,0,0,0,1,X
540,"Honestamente, soy Mexicano y he visto a más españoles amables que Mexicanos hoy en día. Y ni me sorprende, ya que estamos gobernados por pendejos de Izquierda, Amlovers y Morenistas e idiotas resentidos. Yo no me quiero pelear con los USA ni los españoles. Hay que coexistir.",“Soy mexicano miradme discrimino españoles  ”  Lo que es México con España // Lo que es México actualmente (perdieron medio país con EEUU) #YoDiscriminoALosEspañoles #YoDiscriminoALosEspañoles,1,0,0,0,X
541,Así ando con ese  mexicano   malparido,SinTweetPadre,0,0,1,0,
542,"Arriba España olé los   españoles   de  bien. Que se jodan los comunistas, parásitos  de   mierda .",SinTweetPadre,1,0,0,0,
543,"Buenos días  españoles   de  bien.    Los Caballeros villanos hombres  de  frontera durante siglos, él como se formó el carácter  de  España y los antiguos  españoles , y no los  de  ahora no, el 90% ó más son cobardes y blanditos como la  mierda   de  pavo..!!    ",SinTweetPadre,1,0,0,0,
544,"no es xenofobia, aca no tenemos problemas con nadie mas que con venecos, y alguno que otro colombiano. puedes llamarnos venecofobicos con gusto",La xenofobia de los Chilenos hacia los venezolanos termina en muerte. Una discusión ppr un problema de vehículos  termino en  pelea y muerte de un Venezolano asesinado por varios Chilenos quienes están detenidos (momentáneamente) . No puedo entender que hacen en ese país de locos,0,0,1,0,X
545,Mejor te llamo ChilenoMariconPinocho te queda mejor,La xenofobia de los Chilenos hacia los venezolanos termina en muerte. Una discusión ppr un problema de vehículos  termino en  pelea y muerte de un Venezolano asesinado por varios Chilenos quienes están detenidos (momentáneamente) . No puedo entender que hacen en ese país de locos,1,0,0,0,X
546,“Mata a un peruano y limpia el planeta” Eso lo dijo un   Esos que gritan “ xenofobia ” cada 5 minutos.   #fueravenecos,SinTweetPadre,0,0,1,0,
547,"Ya saben venezolanos Argentina   y República Dominicana   todavía no sienten  xenófobia  masiva contra ustedes, no son bienvenidos en Chile   ",SinTweetPadre,0,0,1,0,
548,Hoy ora por los migrantes.  Son personas que huyen del sufrimiento y muchas veces son tratados con desprecio y  xenofobia .   Ora por ellos y no los trates mal. Recuerda que Cristo fue migrante en Egipto.,SinTweetPadre,0,0,0,1,
549,"Venezolanos robando, asesinando, descuartizando a mujeres, estafando, robando, ensuciando las calles, tomándose terrenos pero hay 1 chilena que les dice venecos qls en un Uber y saltan todos a apuntar  xenofobia . LOS VENEZOLANOS SON LOS VERDADEROS XENÓFOBOS, APARTE DE DELINCUENTES",SinTweetPadre,0,0,1,0,
550,La  xenofobia  es un deber estético y ético.  CARIBEÑOS MUGRIENTOS INCOMPATIBLES CON LA CIVILIZACIÓN Cubana en Chile cuenta cómo sufre con el invierno santiaguino: “No me baño hasta que se vaya el frío”  https://cnnchile.com/tendencias/cubana-chile-frio-tiktok-mayo_20250516/… https:// ana-chile-frio-tiktok-mayo_20250516/ …,SinTweetPadre,1,0,1,0,
551,"Yo hago una excepción con los cubanos ... son educados, muuuuy cultos y bastante respetuosos ... en ningún caso vinieron a delinquir.  Varios de ellos nos representan exitosamente a nivel deportivo.",La xenofobia es un deber estético y ético.  CARIBEÑOS MUGRIENTOS INCOMPATIBLES CON LA CIVILIZACIÓN Cubana en Chile cuenta cómo sufre con el invierno santiaguino: “No me baño hasta que se vaya el frío”  https://cnnchile.com/tendencias/cubana-chile-frio-tiktok-mayo_20250516/… https:// ana-chile-frio-tiktok-mayo_20250516/ …,0,0,0,1,X
552,Seguí llorando por Venecos mientras enel te mete la boleta por el orto con más alza en la luz…,La xenofobia es un deber estético y ético.  CARIBEÑOS MUGRIENTOS INCOMPATIBLES CON LA CIVILIZACIÓN Cubana en Chile cuenta cómo sufre con el invierno santiaguino: “No me baño hasta que se vaya el frío”  https://cnnchile.com/tendencias/cubana-chile-frio-tiktok-mayo_20250516/… https:// ana-chile-frio-tiktok-mayo_20250516/ …,1,0,0,0,X
553,Yo creo a que mamá y a la puta de tu mujer si es que la tienes porque tienes pinta de cabro la agarro un venezolano y le dio la felicidad de su vida por eso tanta rabia jajajajaja chileno basura de mente y alma,La xenofobia es un deber estético y ético.  CARIBEÑOS MUGRIENTOS INCOMPATIBLES CON LA CIVILIZACIÓN Cubana en Chile cuenta cómo sufre con el invierno santiaguino: “No me baño hasta que se vaya el frío”  https://cnnchile.com/tendencias/cubana-chile-frio-tiktok-mayo_20250516/… https:// ana-chile-frio-tiktok-mayo_20250516/ …,1,0,1,0,X
554,Era tan facil colocar estos dos juntos  boliviano   qliao,SinTweetPadre,1,0,1,0,
555,La altura te caga la memoria  boliviano   qliao . Te dejo este llanto más reciente.,SinTweetPadre,1,0,1,0,
556,Almirón  qliao  preferiste a este  boliviano   qliao  que a Navas  #VamosColoColo,SinTweetPadre,1,0,1,0,
557,me acordé del  #formidable  momento de ayer cuando el Nico Guerra ve que lo sacan y sale caminando   notable el  boliviano   qliao  estúpido,SinTweetPadre,1,0,1,0,
558,"No olvidar que habían personas que decían que Keylor venía roto, que era un viejo, que no iba a dar el nivel, que iba a pasar lesionado y etc, ni perdon ni olvidó que pudimos tener a este crack en nuestro equipo y Almirón y algunos weones prefirieron a un  boliviano   qliao  malo Keylor Navas  @Newells @Newells",SinTweetPadre,1,0,1,0,
559,PERO  BOLIVIANO   QLIAO  ALMENOS MOVETE 51' | Colo-Colo  -  Racing Club  Gol de Racing. Santiago Sosa   #VamosColoColo #VamosColoColo  •  #Centenar100 #Centenar100,SinTweetPadre,1,0,1,0,
560,"Partido qliao sólo lo pudimos ganar porque al frente teníamos un equipo lleno de weones cagones amariconaos, terrible lo de éste equipo, boliviano qliao!!",El Boliviano qliao de Osorio no puede jugar nunca más por la selección.,1,0,1,0,X
561,"Está huea lo grite más que la chucha, pero por el ahueonao de Zampedri, que hueon más amariconao, ojalá entiendan que de la ANFP ya cagaron, institución penca.","Partido qliao sólo lo pudimos ganar porque al frente teníamos un equipo lleno de weones cagones amariconaos, terrible lo de éste equipo, boliviano qliao!!",1,1,0,0,560
562,Estaba enojadísimo… pero puta que lo celebre… hay que decirlo,"Partido qliao sólo lo pudimos ganar porque al frente teníamos un equipo lleno de weones cagones amariconaos, terrible lo de éste equipo, boliviano qliao!!",0,0,0,1,560
563,dios chicas pueden parar un segundo y ver este video del hyunho dándose un abrazo es lo más  maricon  que vi en el día estoy destruida,SinTweetPadre,0,1,0,0,
