ID,Tweet,Violencia,Homofobia,Xenofobia,Incensurable
2241,"Ya está bueno de tener que bancarse todo este show de empujarnos sus 'orgullos', como si fuera normal. Mejor dejen de celebrar las cosas raras y retomen un poco de decencia antes de presumir sus locuras por todos lados.",0,1,0,0
2242,No puede ser que ahora hasta quieran enseñarle estas cosas a los cabros chicos en el colegio. Con esas ideas raras nunca aprenderán los valores de verdad. Ojalá el mundo vuelva a su lugar.,0,1,0,0
2243,"Siguen queriendo imponernos sus desvaríos de matrimonio entre ellos, como si tuviera algún sentido real. Mejor preocupémonos de la pureza de lo tradicional y dejemos la fantasía de lado.",0,1,0,0
2244,"Qué ridículo que andan pidiendo respeto cuando son los primeros en faltarle a todas las tradiciones. No sé qué les cuesta adaptarse a lo que siempre ha sido normal, tanta escandalera por llamar la atención.",0,1,0,0
2245,"En serio, no entiendo cómo siguen permitiendo que esto pase. Dos tipos de la mano no es lo que corresponde ver en la calle, y después se quejan si la gente no los toma en serio.",0,1,0,0
2246,"No sé por qué insisten en hacer ver sus vidas como normales, todos sabemos que están en un mundo de fantasías. Mejor acepten de una vez que nunca van a lograr ser parte de lo que es natural en verdad.",0,1,0,0
2247,"Estoy cansado de que nos impongan su agenda colorida por todos lados, dejen de quererse pasar por normales cuando nunca lo serán, ya basta de tanta cuestión rara.",0,1,0,0
2248,Es inaudito que esos sujetos sigan alardeando como si todos estuviéramos obligados a aplaudir sus vidas artificiales. Deberían aprender a comportarse en vez de llamar la atención de esa manera.,0,1,0,0
2249,Me sorprende ver a tantos tipos queriendo ser héroes solo porque salen vestidos de feria. Deberían ver lo ridículos que se ven y empezar a comportarse como hombres de verdad.,0,1,0,0
2250,"Qué raro se volvió ver a hombres maquillados, ya no se sabe si es carnaval o la vida real. Vivan como verdaderos hombres y dejen de buscar el centro de atención con esas ridiculeces.",0,1,0,0
2251,"Dejen de imponer sus cosas con esos besos en público y actitudes de ""muero por llamar la atención"". Después lloran porque reciben críticas. κουτότητα total.",0,1,0,0
2252,"Ya basta de este show ridículo en plenas calles. Que vayan a exagerar su vida a otro lado, no es normal querer imponer todo con banderitas y glitter. ¡Despierten!",0,1,0,0
2253,Hoy en día estar orgulloso significa andar vestido como carnaval y querer imponerlo como si fuera lo normal. Seamos serios y valoremos lo que de verdad importa.,0,1,0,0
2254,No sé por qué se esfuerzan tanto en enseñar ridiculeces en las escuelas. Es una desviación que no tiene cabida ni justificación. La tradición es lo que nos ha mantenido firmes.,0,1,0,0
2255,"Parece que ahora cualquiera cree que ser diferente es un logro, cuando en la realidad solo se están burlando de sí mismos. Maduren y dejen de hacer payasadas, antes de exigir respeto aprendan a respetarse a ustedes mismos.",0,1,0,0
2256,"Qué onda con tanto boludeo arcoíris, por qué no se preocupan de cosas realmente importantes en vez de andar exhibiendo ridiculeces por todos lados. Al final, lo anormal nunca será normal.",0,1,0,0
2257,"No sé por qué insisten en hacer ruido con esas banderitas y colores. Antes de querer cambiar al mundo, mejor dejen de actuar como payasos y compórtense como gente normal.",0,1,0,0
2258,"Andan diciendo que ser diferente es aceptable, pero esos que se disfrazan de colorines distorsionan el sentido de lo natural. Dejen de imponer su show.",0,1,0,0
2259,"¿Qué ganan con ese desfile de disfraces y exageraciones? La vida es simple, no es necesario armar un espectáculo por querer llamar la atención, dejen los shows para otro lado. Con sentido común se vive mejor.",0,1,0,0
2260,No entiendo por qué a esta altura todavía celebran el día del orgullo... Dejen de querer imponer lo que nunca va a ser normal y pónganse a hacer algo útil.,0,1,0,0
2261,No puedo creer que tanta gente apoye esa ideología de arcoíris que solo confunde a las nuevas generaciones. Mejor enseñen cosas que realmente importan.,0,1,0,0
2262,"Increíble cómo ahora quieren que veamos como normal lo que claramente no lo es. Mejor que hagan su carnaval donde quepa, pero no lo traigan acá.",0,1,0,0
2263,Ahora resulta que ser 'valiente' es salir de casa disfrazado de payaso llamándole 'identidad'. Mejor ahorren energía y dejen de ensuciar plazas con disfraces ridículos.,0,1,0,0
2264,"Cada vez que veo a esos tipos besuqueándose en público, me dan ganas de gritarles que guarden sus payasadas para la casa. ¿Dónde quedó el respeto por el resto?",0,1,0,0
2265,"Deberían dejar de hacer tanto escándalo esos que andan besuqueándose en la plaza como si fuera algo para celebrar. No es eso lo que representa la familia chilena, dejen de arruinar la paz de todos.",0,1,0,0
2266,Increíble cómo ahora hay que aplaudirles por andar disfrazados y haciendo el loco por la calle. Qué manera de desviar la atención de las cosas serias. Ubíquense.,0,1,0,0
2267,"No entiendo por qué insisten en perpetuar esas ridiculeces. Si naciste hombre, actúa como tal y deja de andar inventando tonterías. Defender lo normal es lo que importa.",0,1,0,0
2268,"Fingen que ser así es ser auténtico, pero todo el mundo se da cuenta que no son más que una moda pasajera y ridícula. Vuelvan a la realidad antes que el show los consuma.",0,1,0,0
2269,"Cada día es más difícil enseñar valores a los cabros chicos con tanto desequilibrio que nos ponen como correcto. Que vuelvan los tiempos donde las cosas eran claras y normales, no contaminadas por estos inventos modernos.",0,1,0,0
2270,"Al final, los medios solo promocionan el desfile de disfraces en vez de enfocarse en lo que realmente importa. Basta de disfrazarse y confundir a los cabros, ya está bueno de tantas tonteras.",0,1,0,0
2271,Cada vez hay más hombres queriendo ser el centro de atención actuando como lo que no son. No sé en qué mundo vivimos que ya nadie les dice que dejen de hacer el loco y vuelvan a ser normales.,0,1,0,0
2272,"Ya basta de tanto arcoíris por todos lados, piensan que ser diferentes los hace especiales. Vivan como gente normal sin tener que alardear de sus fantasías a cada rato.",0,1,0,0
2273,"Ahora resulta que todo tiene que ser colores y brillantina. Qué pasó con ser hombres de verdad que sabían comportarse como tal, ya dejen de agrediendonos con esa ridícula moda de andar con falditas.",0,1,0,0
2274,La culpa de todo esto es de los inmigrantes que solo vienen a sacar ventaja y no aportan nada útil. Chile antes estaba mejor sin tanta gente de afuera imponiendo sus costumbres.,0,0,1,0
2275,"Es el colmo que siguen dejándonos entrar esos extranjeros sin control, desordenando y ensuciando todo. Basta ya, Chile no es basurero de nadie.",0,0,1,0
2276,"Es inaceptable cómo desfiguran nuestras costumbres esos extranjeros, vienen a robar trabajos y encima se creen dueños de casa. ¡Chao nomás, Chile no es su hogar!",0,0,1,0
2277,"Es increíble que sigamos dejando que esos venezolanos lleguen a llenarnos de problemas. Antes de ellos estábamos mucho mejor, deberían devolverse a su tierra.",0,0,1,0
2278,"Ya no se puede caminar tranquilo en ninguna parte con tantos extranjeros dando vueltas, ¡mátense pa' su país! Chile no es motel ni refugio de nadie.",0,0,1,0
2279,En nuestro país ya no se puede caminar tranquilo sin cruzarse con esos extranjeros que vienen a empeorar todo. Una vergüenza lo que nos están haciendo y ni se quieren integrar.,0,0,1,0
2280,"Me da rabia ver tanto extranjero aprovechándose de nuestros servicios, mientras los chilenos quedamos de lado. Chile no es albergue para cualquiera que llegue buscando beneficios gratis.",0,0,1,0
2281,"Últimamente el país está lleno de esa manga de inmigrantes que solo andan armando atados. Si no vienen a aportar, que se vayan a sufrir sus problemas a otro lado. Chile es para los chilenos, punto.",0,0,1,0
2282,"Desde que se llenó de esos venezolanos, nuestro sistema de salud colapsó. Es injusto que nosotros tengamos que pagar por sus problemas. ¡Chile para los chilenos y no más invasores aprovechándose!",0,0,1,0
2283,"No puedo creer que todavía permitamos que esos colombianos anden libremente aquí. Alejan el trabajo honesto y traen solo problemas. ¡Basta ya, nuestro país no es un hotel barato para todos!",0,0,1,0
2284,¿Hasta cuándo tenemos que aguantar que llenen nuestras calles de puras malas vibras y costumbres raras? Que se vuelvan a su país y dejen de secar nuestros recursos.,0,0,1,0
2285,"¡Basta de que los inmigrantes sigan llegando a Chile y quitándonos el trabajo! Que pongan orden y empiecen a deportarlos de una vez por todas. Este país es de los chilenos, no una bodega para extranjeros.",0,0,1,0
2286,Ya basta de inmigrantes llenando nuestras calles y quitándonos el trabajo. ¿Hasta cuándo tenemos que aguantar su falta de cultura y educación? Chile debería ser solo para chilenos.,0,0,1,0
2287,"No puedo creer que tengamos que aguantar a esos inmigrantes que apenas saben hablar nuestro idioma y vienen a perjudicar nuestra forma de vida. Que se larguen, ya estamos hartos de su presencia.",0,0,1,0
2288,¿Por qué tenemos que compartir nuestros recursos con tantos inmigrantes que ni siquiera se molestan en adaptarse? Que vuelvan a su país y que no nos carguen con sus problemas.,0,0,1,0
2289,"Vienen como si este país fuera cualquier cosa, con sus malas costumbres y colapsan todo. Basta de ser el basurero de otros países, Chile no es para eso.",0,0,1,0
2290,"No es coincidencia que desde la llegada de esos haitianos, el barrio ya no sea seguro. Es hora de poner un alto y recuperar nuestra tranquilidad.",0,0,1,0
2291,Estamos hartos de todos esos inmigrantes que vienen sólo a causar problemas y a ocupar espacios que deberían ser de los chilenos. Que se vuelvan a sus países y nos dejen en paz.,0,0,1,0
2292,"Siempre nos toca aguantar que esos bolivianos nos quiten trabajos y ni se llenan, vienen con actitud de dueños y miran a menos. Mejor que se regresen a su país y nos dejen vivir tranquilos en el nuestro.",0,0,1,0
2293,Todos esos inmigrantes llegan a sacar lo peor del país y encima nos miran en menos. Es hora de tomar control y empezar a cuidar nuestra tierra de esta invasión. Chile no necesita estos problemas,0,0,1,0
2294,No entiendo por qué siguen permitiendo que entren tantos extranjeros a llenar de basura nuestro país. Están destruyendo nuestra manera de vivir y nadie hace nada al respecto. ¡Ya estamos hartos!,0,0,1,0
2295,"No es casualidad que desde que llegaron tantos inmigrantes, la delincuencia haya explotado. Encima pretenden que los recibamos con los brazos abiertos. ¿Cuándo les decimos basta y priorizamos nuestra seguridad?",0,0,1,0
2296,"Cada día somos menos en nuestro propio país, porque llegan como colonia de hormigas ocupando todo y trayendo sus líos. ¡Deberían volver a su tierra!",0,0,1,0
2297,"Desde que llegaron esos extranjeros, este país se fue a pique. Es hora de mandarlos de vuelta y recuperar el lugar del que tanto nos sentimos orgullosos. Basta de invasiones disfrazadas de búsqueda de oportunidades.",0,0,1,0
2298,Chile es para los chilenos y no para recibir extranjeros que solo vienen a aprovecharse. Ya es hora de poner freno a esta invasión que nos está quitando todo lo nuestro.,0,0,1,0
2299,"Primero empezamos a perder trabajo y ahora hasta nuestras tradiciones se ven amenazadas por tantos extranjeros con sus propias costumbres. Chile no es su parque de diversiones, ¡deben respetar o irse!",0,0,1,0
2300,No entiendo cómo hay gente que sigue defendiendo que vengan tantos extranjeros. ¡Nuestra cultura y seguridad están por el suelo! Necesitamos poner primero a los chilenos y basta de acoger a los que solo buscan beneficiarse de nuestro esfuerzo.,0,0,1,0
2301,Chile está lleno de extranjeros que solo vienen a aprovecharse de lo que con tanto esfuerzo hemos construido. ¿Hasta cuándo vamos a permitir que destrocen nuestra cultura y nuestro país?,0,0,1,0
2302,"Estamos perdiendo nuestra identidad con tanto extranjero que trae sus costumbres y problemas. Chile no es un refugio para todos, es hora de recuperarlo para los nuestros.",0,0,1,0
2303,Cada vez es más difícil encontrar trabajos dignos con tanto extranjero colándose por todos lados. Deberían solucionar sus problemas en su país antes de venir a complicar nuestros problemas aquí.,0,0,1,0
2304,Chile no puede seguir siendo un hotel para gente que solo trae líos. Es momento de decir no más a los que entran y revientan nuestro país. Cuidemos lo nuestro antes de que sea tarde.,0,0,1,0
2305,"Era lindo cuando podíamos pasear tranquilos, pero llegaron hordas de forasteros a invadir nuestras plazas y traer solo suciedad. No hay espacio para tanto extranjero.",0,0,1,0
2306,"Dejen de traer a más de esos extranjeros que solo vienen a exprimir nuestros recursos. Ya estamos cansados de cargar con los problemas que ellos mismos generaron en sus países, ¡Chile es para los chilenos!",0,0,1,0
2307,Chile no puede ser un hotel para gente problemáticamente traída de afuera. Menos delincuencia y más control de quiénes dejamos entrar. Necesitamos un país seguro y estable para nosotros.,0,0,1,0
2308,"Llegan de otros lados creyendo que pueden imponer sus costumbres y desubicados se sienten dueños de este país. Ya es momento de que entiendan, esto es Chile, no su patio trasero.",0,0,1,0
2309,"Increíble cómo los extranjeros creen que tienen los mismos derechos al llegar a este país. Es ridículo, vienen a cambiar todo lo que hemos construido. ¡Saquemos afuera a esos parásitos que solo traen más líos!",0,0,1,0
2310,"Chile se está perdiendo con tanta gente de otros países queriéndonos imponer sus costumbres y crisis. Ya es hora de que pongan orden y defiendamos lo nuestro, no podemos quedarnos callados mientras destruyen nuestro hogar.",0,0,1,0
2311,"Parece que ser chileno es sinónimo de aguantar que gente de afuera venga a vivir de nosotros, destruir nuestras costumbres y encima se crean dueños del país. ¡Basta ya, este es nuestro hogar!",0,0,1,0
2312,"Qué rabia que nuestro país se haya convertido en un hervidero de extranjeros que solo saben traer desorden e inseguridad. Hora de resguardar lo nuestro y cerrar las puertas de una vez, basta de ser el patio trasero para quienes arruinan su propia tierra.",0,0,1,0
2313,"Es insólito que sigamos permitiendo que tantos extranjeros se instalen en nuestro país, apropiándose de nuestras oportunidades. Mejor que se vayan a buscar en otra parte, no tienen cabida acá.",0,0,1,0
2314,"Estoy cansado de esos de afuera que vienen a llenar nuestras calles con su caos y costumbres raras. Que se vayan de una vez, no necesitamos que nos cambien nuestra forma de vida.",0,0,1,0
2315,"Estos extranjeros creen que pueden llegar a cambiar nuestras tradiciones e imponer sus cosas raras. Chile se defiende, esto no es un juego, si no se adaptan deberían volver a sus hogares y dejarnos tranquilos.",0,0,1,0
2316,Es increíble que sigamos aguantando a todos esos inmigrantes que solo vienen a cargar el sistema y no aportan nada. ¿Cuándo entenderán que aquí no tienen cabida si no para generar caos?,0,0,1,0
2317,"Los problemas comenzaron apenas esos inmigrantes aparecieron en el barrio. No necesitamos más forasteros mezclándose y dañando nuestra cultura, deben volver de donde vinieron y dejarnos reconstruir en paz.",0,0,1,0
2318,"Esos extranjeros vienen a disque buscar futuro, pero solo traen dolores de cabeza a nuestro país. Chile es de los chilenos, ¡ya basta de que nos quiten lo que nos pertenece!",0,0,1,0
2319,"Esos inmigrantes que vienen con sus costumbres raras deberían entender que aquí no tienen espacio. Nos están quitando el trabajo y la tranquilidad, es hora de cerrar las puertas de una vez.",0,0,1,0
2320,"Deberíamos cerrar nuestras fronteras, no necesitamos más de esos extranjeros que solo traen más caos y se abusan de nuestra tierra. Chile debe ser para los chilenos que construyeron este país.",0,0,1,0
2321,"Los inmigrantes vienen solo a exprimir nuestros recursos y a destruir nuestra identidad, basta ya de tanto abuso extranjero en nuestra propia tierra.",0,0,1,0
2322,"Es hora de recuperar nuestro espacio, no podemos seguir recibiendo a todos esos que llegan desde afuera sin aportar nada útil. ¿Hasta cuándo tenemos que ceder nuestras oportunidades?",0,0,1,0
2323,"Todo este caos en el país empezó cuando abrieron las fronteras para dejar entrar a cualquier persona. No hay respeto por nuestra identidad, y ya basta de darle la bienvenida a quienes no aportan nada positivo. Mejor que regresen por donde vinieron.",0,0,1,0
2324,No entiendo por qué seguimos permitiendo la entrada de extranjeros que solo vienen a colapsar nuestros servicios y a robar trabajos que podrían ser de los chilenos. Urge hacer algo antes de que esto se salga de control.,0,0,1,0
2325,Suficiente con estos extranjeros llenando nuestras calles y perjudicando nuestra cultura. Deberían quedarse en sus países y resolver sus propios problemas en vez de venir a echar a perder lo nuestro.,0,0,1,0
2326,"Estamos cansados de que nos vean la cara y nos llenen de sus problemas. Que se vayan de vuelta a sus países, aquí no necesitamos ni su desorden ni su falta de respeto. Que arreglen su cuento allá y no vengan a imponerlo aquí.",0,0,1,0
2327,"Estamos aburridos de aguantar a esos de afuera que solo vienen a colgarse de nuestros beneficios y trabajo, ya es hora de que se vuelvan a su país y nos dejen tranquilos en nuestra tierra.",0,0,1,0
2328,"Estamos cansados de estos extranjeros que vienen a cambiar nuestras tradiciones. Que respeten nuestra cultura o que se devuelvan a su tierra, aquí no hace falta tanta influencia negativa.",0,0,1,0
2329,"Es urgente cerrar las puertas a esos migrantes que solo traen caos y nos quitan oportunidades. Chile es nuestro hogar, no su refugio.",0,0,1,0
2330,"Deben cerrar las puertas ya, esta invasión de extranjeros solo viene a ensuciar nuestras ciudades y quitarnos empleos. Que vuelvan a sus tierras, aquí no los queremos.",0,0,1,0
2331,"¿Hasta cuándo vamos a recibir a gente que no respeta nuestras tradiciones y solo trae caos? Si no vienen a aportar, que se queden en sus tierras y no nos sigan complicando la vida en Chile.",0,0,1,0
2332,"Esos que vienen de afuera ni se molestan en aprender nuestro idioma y cultura, solo se quedan para chupar nuestros recursos mientras destruyen lo que es nuestro. ¿Cuándo empezamos a ponernos firmes?",0,0,1,0
2333,"Ya basta de estos extranjeros que llegan y no respetan, imponen su manera de ser y hasta las calles están cambiando para peor. Chile no puede cargar con problemas ajenos. Deben irse.",0,0,1,0
2334,Estamos perdiendo nuestra identidad cultural por culpa de tantos extranjeros que llegan sin aportar nada positivo. Es hora de que Chile sea para los chilenos y pongamos un alto a esta invasión antes que nos arrebaten nuestro país.,0,0,1,0
2335,Ya es suficiente con los extranjeros que llegan aquí a aprovecharse de nuestros beneficios sin aportar nada. Nos están quitando todo. ¡Devuelvan nuestra tranquilidad y váyanse a sus países a resolver sus propios problemas!,0,0,1,0
2336,"Ya es hora de que pongamos un límite a este desorden que traen los extranjeros, ¿o acaso nos hemos vuelto locos? Vienen a abusar de nuestros recursos y agravar la delincuencia. No tienen cabida aquí con nuestras familias pasándola mal. ¡Basta!",0,0,1,0
2338,"Qué lata ver cómo cada día llegan más extranjeros a saturar la educación y la salud, mientras los chilenos quedamos de lado. Esto ya es como prestar la casa y que nos terminen echando. Basta, Chile es para los chilenos.",0,0,1,0
2339,"Estamos llenos de extranjeros que solo vienen a empeorar la situación aquí. No es odio, es realidad: nos quitan recursos y encima se quejan. Ya es hora de cerrar fronteras y cuidar primero de nuestra gente.",0,0,1,0
2340,Chile no necesita más vagos que vienen a vivir del esfuerzo de los demás. Deberían cerrar la frontera y dejar de aceptar gente que solo trae delincuencia y caos. Prioricemos a los chilenos de verdad y límpiemos nuestro país.,0,0,1,0
2342,"Estamos llenos de inmigrantes que piensan que tienen derecho a todo, mientras nosotros seguimos luchando por lo nuestro. Este país no es para extranjeros aprovechadores, es hora de hacer algo antes que destruyan lo que tenemos.",0,0,1,0
2343,Está llegando gente de todas partes a colapsar el sistema y aprovecharse de nuestras oportunidades sin aportar nada. Es tiempo de cerrar las puertas antes de que nos quiten todo. ¡Chile para los chilenos!,0,0,1,0
2344,"Es vergonzoso que el país esté lleno de extranjeros trayendo pura delincuencia y miseria. Basta de aguantar sus problemas ajenos, deben largarse y dejar que Chile siga prosperando sin su carga. ¡Ya es hora",0,0,1,0
2345,"Es ridículo cómo están llenando nuestras calles con gente de afuera, trayendo sus costumbres que no queremos. Aquí es Chile, y deberían irse a sus territorios antes de que acaben con nuestra cultura",0,0,1,0
2346,"Siempre hay excusas para quedarse, pero nuestra paciencia se agota con tanta gente que solo cruza la frontera para aprovecharse de lo que nosotros hemos trabajado. Aquí no hay lugar para aquellos que no respetan nuestra cultura y entorpecen nuestro progreso. Basta de cargar con los problemas de otros.",0,0,1,0
2347,"Es inaceptable que sigamos permitiendo que esos extranjeros sigan cruzando nuestras fronteras, dejando su caos a su paso. Basta ya de soportar esta carga que solo hunde a nuestro país. Chile es para los chilenos, protejamos lo nuestro de una vez por todas.",0,0,1,0
2348,"Es absurdo que sigamos recibiendo a tantos inmigrantes que solo transfieren sus conflictos a nuestro país. Chile debería proteger a su gente y dejar de abrir las puertas a quienes no aportan nada bueno, basta de ser el basurero de otros.",0,0,1,0
2349,Basta de extranjeros que vienen a abusar de nuestra generosidad y a sembrar caos. ¿Cuándo aprenderán a respetar el país que les da refugio? Deberían largarse y dejar que Chile recupere su paz. No necesitamos más losas.,0,0,1,0
2350,Estos extranjeros quieren desconectarnos de nuestra cultura llenando todo con sus costumbres ajenas. Es hora de cerrar las puertas antes de que perdamos más nuestra identidad. No necesitamos que nos digan cómo vivir en nuestro propio país.,0,0,1,0
2351,"Nuestros impuestos son para los chilenos, no para financiar la vida de quienes vienen de afuera sin aportar nada, solo a aprovecharse. Es hora de cerrar fronteras y proteger lo nuestro.",0,0,1,0
2352,"Primero llegan, nos llenan las calles y encima se creen dueños del país. Es ridículo cómo esperan que les demos la bienvenida, cuando lo único que traen son más conflictos y delincuencia. ¡Que cada uno regrese a su lugar de origen y nos deje vivir en paz!",0,0,1,0
2353,Es hora de poner un alto a esta marea de inmigrantes que llegan sin aportar nada positivo. Estamos perdiendo nuestra identidad con tanta influencia extranjera. ¡Cuidemos nuestro hogar y digamos NO a esta invasión que nos está destruyendo!,0,0,1,0
2354,"Me tienen harto los que llegan de afuera sin intención de aportar ni respetar, solo saben pedir y ocupar espacio. Chile no es el basurero de sus problemas. Necesitamos recuperar lo nuestro antes de que lo destruyan.",0,0,1,0
2355,"No podemos seguir permitiendo que los inmigrantes conviertan nuestras ciudades en un basurero. Que respeten nuestro país o simplemente que se vayan, aquí no hay espacio para ellos.",0,0,1,0
2356,"Nos están invadiendo con su música y comida, cambiando nuestra forma de vida auténtica. Nada de integración, volvamos a nuestras raíces antes que nos quiten todo.",0,0,1,0
2357,"Los inmigrantes solo llegan a colapsar todo, quieren chuparnos los recursos y encima quieren imponer su cultura. Chile no necesita más infiltrados que no aportan nada positivo. Cerramos las fronteras ya antes de que sea demasiado tarde.",0,0,1,0
2359,"Nos están invadiendo y destruyendo nuestro país. Primero es nuestra cultura y ahora hasta nuestro bienestar. Que recojan sus cosas y vuelvan por donde vinieron, aquí ya no hay más lugar.",0,0,1,0
2360,"Siempre vienen esos venezolanos a hacer de Chile su patio trasero, traen sus problemas y nos dejan el peso. Urge que les digamos hasta aquí y comencemos a proteger lo nuestro.",0,0,1,0
2361,Los extranjeros llenan las calles y sólo traen desorden e inseguridad. ¿Cuándo vamos a despertar y proteger nuestro país para los que realmente lo valoramos? Fuera los aprovechadores.,0,0,1,0
2362,"Es insólito que tengamos que lidiar con la inseguridad que traen los inmigrantes. Antes vivíamos tranquilos, ahora vemos cómo se adueñan del espacio y nos marginan a nosotros, los verdaderos chilenos. Hora de ponerle un alto.",0,0,1,0
2363,"Deberíamos priorizar a nuestra gente y no llenar el país de extranjeros que vienen solo a drenar nuestros recursos. Chile no es un salvavidas perpetuo, ni debemos pagar las culpas de cómo se han manejado en sus países.",0,0,1,0
2364,"Ya no podemos respirar con tanto inmigrante colapsando nuestras calles y servicios. No es xenofobia, es sentido común: primero los chilenos y sus necesidades, después si sobra que vean ellos.",0,0,1,0
2365,"¿Hasta cuándo vamos a tener que aguantar que nos invadan con sus costumbres raras y sus malas costumbres? Este es nuestro país, no el basurero de los problemas de otros. Ya basta, necesitamos proteger lo que es nuestro antes de que desaparezca por completo.",0,0,1,0
2366,"No se trata de racismo, sino de sentido común: nuestra economía no puede seguir soportando oleadas de migrantes que no aportan nada bueno. Chile merece estar en manos de su gente, basta de recibir a tantos aprovechadores.",0,0,1,0
2367,"Ya estamos colapsados con tantos extranjeros que solo vienen a lucrar sin aportar nada. Chile no es un albergue, es un lugar para los que de verdad quieren ser parte de esta sociedad y trabajar por ella.",0,0,1,0
2368,Ya estamos hartos de que vengan de afuera a destruir nuestro país con sus malas costumbres y actitudes. ¿Hasta cuándo debemos tolerar esta invasión descarada? ¡Es momento de proteger lo nuestro!,0,0,1,0
2369,"Estamos llenos de extranjeros que dicen venir a aportar, pero solo traen delincuencia y problemas. Chile no puede seguir absorbiendo gente que solo desordena y nos falta el respeto. Debemos proteger lo nuestro.",0,0,1,0
2370,"Cada día que pasa, el país se llena de foráneos que no tienen respeto por nuestra historia ni cultura. ¿Hasta cuándo tenemos que aceptar que nos usen y después se larguen sin dejar nada más que problemas? Es hora de poner un alto antes de perder lo que es nuestro.",0,0,1,0
2371,"Otro día más viendo cómo hordas de extranjeros nos invaden y abusan de nuestro sistema. Es hora de actuar y proteger nuestra nación, no podemos seguir permitiendo que nos pasen por encima en nuestra propia tierra.",0,0,1,0
2372,Suficiente con tantos que vienen desde afuera buscando aprovecharse de nuestro país. Que se queden en sus tierras y resuelvan sus problemas sin invadir el derecho de los chilenos a prosperar en paz.,0,0,1,0
2374,Siempre vienen con sus modales raros y pretenden que cambiemos nuestra vida por ellos. Mejor que se vuelvan a su tierra y dejen de imponernos sus cosas. Aquí no necesitamos esas malas costumbres.,0,0,1,0
2375,"Siempre vienen con sus mañas y problemas a ensuciar nuestra tierra. Si no les gusta respetar cómo vivimos, que se devuelvan prontos a su país. Acá no necesitamos más complicaciones extranjeras.",0,0,1,0
2376,"Chile no necesita más invasores que vienen a aprovecharse de nuestras oportunidades. Mejor quédense en su país y resuelvan sus problemas allá, estamos cansados de ser su bote salvavidas.",0,0,1,0
2377,"Están invadiendo cada rincón con sus costumbres y su manera de ser, ya no queda espacio para los de verdad. Que se vayan de vuelta, aquí nunca serán parte.",0,0,1,0
2378,"Estos extranjeros vienen a vivir a costa nuestra sin aportar nada, solo traen caos y miseria. Mejor que se devuelvan a su tierra, aquí no los necesitamos.",0,0,1,0
2379,"Siempre llegan creyéndose superiores, imponiendo sus malas costumbres y arruinando todo. Ya es hora de proteger nuestra tierra y devolverlos por donde vinieron antes de que nos quiten lo que es nuestro.",0,0,1,0
2380,"Nuestros barrios merecen seguridad y tranquilidad, no ser invadidos por quienes vienen de afuera y ni siquiera entienden cómo funciona la vida acá. Que regresen a su territorio y nosotros volveremos a vivir en paz.",0,0,1,0
2381,"No puedo creer cómo nuestra ciudad se ha llenado de extranjeros que no quieren adaptarse a nuestras reglas. Esto no es su hogar, deberían volver a su país y dejar de complicarnos la vida.",0,0,1,0
2382,"Cuando fue que dejamos de ser Chile para ser una mezcla de problemas importados? Que vuelvan a su tierra, no necesitamos que nos arruinen más nuestra paz con lo suyo.",0,0,1,0
2384,Chile no es un hotel para que venga cualquiera a quedarse. Estamos cansados de ver cómo arruinan nuestros barrios con sus costumbres y falta de respeto. ¿Hasta cuándo seguimos aguantando? Que se larguen y dejen de abusar de nuestra hospitalidad.,0,0,1,0
2385,"Cada día hay más extranjeros que se creen dueños, deberíamos cerrar la frontera y dejar de aceptar a quienes no suman nada positivo y solo traen caos a nuestro país. Hacen todo a su modo, ignorando nuestras normas y tradiciones.",0,0,1,0
2386,"Siempre creí que mejorábamos como país, pero con tanta gente de afuera ya es imposible. No vienen a integrarse, solo quieren imponernos su forma de vivir. ¿Hasta cuándo soportamos esto?",0,0,1,0
2387,"¡Ya estamos cansados de que lleguen aquí a aprovecharse de todo sin pagar nada! No respetan nuestras normas y solo traen más caos. Que se vuelvan, Chile necesita paz, no más invasores que nos arruinan.",0,0,1,0
2388,"Generan pura delincuencia y caos, creyéndose dueños del lugar sin entender que no los queremos aquí. ¡Que dejen de invadir nuestro país con sus malas costumbres!",0,0,1,0
2389,"Cada día que pasa, más extranjeros nos invaden y destruyen nuestro Chile. ¿Cuándo aprenderán a quedarse en su país y respetar lo ajeno? Ya no quedan barrios seguros gracias a ellos.",0,0,1,0
2390,Es increíble cómo invaden cada rincón y no tienen ninguna intención de adaptarse a cómo vivimos aquí. ¡Vuelvan de donde vinieron y dejen de arruinar nuestro país!,0,0,1,0
2391,No entiendo por qué debemos aguantar a toda esta gente que viene a quitar oportunidades a los chilenos. Ya es hora de cerrar las fronteras y dejar de ser el basurero del continente. Aquí no se necesitan más problemas ni esa actitud de afuera que solo causa caos.,0,0,1,0
2392,"Es absurdo que sigamos abriendo las puertas para que sigan llegando con sus malas costumbres. Ya suficiente con lo nuestro, no necesitamos a más que solo traen desorden y trabajo mal hecho. ¡Chao no más, que cada uno se quede en su país!",0,0,1,0
2393,No sé hasta cuándo vamos a tener que aguantar a tanto extranjero que solo viene a aprovecharnos y contaminar todo. ¡Vayan de vuelta a su tierra y dejen de empeorar nuestro país!,0,0,1,0
