ID,Tweet,Tweet_Padre,Violencia,Homofobia,Xenofobia,Incensurable,ID_Tweet_Padre
,"Dos maricones no hacen un verano.","La palabra ""matrimonio"" proviene de ""matriz"", y un hombre NO tiene ""matriz"". El matrimonio es la unión que tiene potencialidad de maternidad. Llamar ""matrimonio"" a una unión homosexual es un disfraz terminológico. Que cambien el nombre a la unión GAY y no j0d4n!",0,1,0,0,X
,"Dos maricones no hacen un verano.","El término ""matrimonio"" viene de ""matriz"", y un hombre NO posee ""matriz"". El matrimonio es la unión que implica la posibilidad de maternidad. Llamar ""matrimonio"" a una unión homosexual es solo un disfraz terminológico. Que le cambien el nombre a la unión GAY y no molesten!",0,1,0,0,X
,"Dos maricones no hacen un verano.","""Matrimonio"" viene de ""matriz"", y un hombre NO tiene ""matriz"". El matrimonio es la unión que implica la potencialidad de la maternidad. Llamar ""matrimonio"" a una unión homosexual es un disfraz terminológico. Que cambien el nombre a unión GAY y no j0d4n!",0,1,0,0,X
,"Dos maricones no hacen un verano.","La palabra ""matrimonio"" deriva de ""matriz"", y un hombre NO tiene ""matriz"". El matrimonio es la unión con potencialidad de maternidad. Llamar ""matrimonio"" a una unión homosexual es solo un disfraz terminológico. Que cambien el nombre a unión GAY y no j0d4n!",0,1,0,0,X
,"Eso no es matrimonio, eso es demoniaco. Ellos son hombres, su biología lo confirma. Pueden creer que vuelan, pero al intentarlo caerán. El Matrimonio es un proyecto divino, solo entre hombre y mujer. Eso no es unidad, es una aberración.","La palabra ""matrimonio"" proviene de ""matriz"", y un hombre NO tiene ""matriz"". El matrimonio es la unión con potencialidad de maternidad. Llamar ""matrimonio"" a una unión homosexual es solo un disfraz terminológico. Que cambien el nombre a unión GAY y no molesten.",0,1,0,0,X
,"Eso no es matrimonio, eso es demoniaco. Son hombres y su biología lo demuestra. Pueden creer que pueden volar, pero se caerán. El Matrimonio es un proyecto de Dios, solo entre hombre y mujer. No es unidad, es aberración.","La palabra ""matrimonio"" viene de ""matriz"", y un hombre NO posee ""matriz"". El matrimonio es la unión que tiene potencialidad de maternidad. Llamar ""matrimonio"" a una unión homosexual es un disfraz terminológico. Que le cambien el nombre a unión GAY y no j0d4n.",0,1,0,0,X
,"Eso no es matrimonio, eso es demoniaco. Ellos son hombres, su biología lo indica. Creen que pueden volar, pero al intentarlo caerán. El Matrimonio es el proyecto divino, solo entre hombre y mujer. Eso no es unidad, es aberración.","La palabra ""matrimonio"" nace de ""matriz"" y un hombre NO tiene ""matriz"". El matrimonio es la unión con potencialidad para la maternidad. Llamar ""matrimonio"" a una unión homosexual es un disfraz terminológico. Que cambien el nombre a unión GAY y no molesten.",0,1,0,0,X
,"Eso no es matrimonio, eso es demoniaco. Son hombres, su biología lo evidencia. Pueden pensar que vuelan, pero caerán. El Matrimonio es un proyecto de Dios, solo entre hombre y mujer. No es unidad, es aberración.","La palabra ""matrimonio"" deriva de ""matriz"", y un hombre NO posee ""matriz"". El matrimonio es la unión que implica potencialidad de maternidad. Llamar ""matrimonio"" a una unión homosexual es un disfraz terminológico. Que cambien el nombre a unión GAY y no j0d4n.",0,1,0,0,X
,"Enfermo de mierda. Aún lo anuncia, a quién le importa su maricona.","La palabra ""matrimonio"" nace de ""matriz"" y un hombre NO posee ""matriz"". El matrimonio es la unión que tiene potencialidad de maternidad. Llamar ""matrimonio"" a una unión homosexual es un disfraz terminológico. Que cambien el nombre a la unión GAY y no j0d4n!",0,1,0,0,X
,"Enfermo de mierda. Todavía lo anuncia, a quién le importa su maricona.","La palabra ""matrimonio"" viene de ""matriz"", y un hombre NO tiene ""matriz"". El matrimonio es la unión con potencialidad para la maternidad. Llamar ""matrimonio"" a una unión homosexual es un disfraz terminológico. Que le cambien el nombre a la unión GAY y no molesten!",0,1,0,0,X
,"Enfermo de mierda. Sigue anunciándolo, a quién le importa su maricona.","La palabra ""matrimonio"" deriva de ""matriz"", y un hombre NO posee ""matriz"". El matrimonio es la unión que implica la potencialidad de maternidad. Llamar ""matrimonio"" a una unión homosexual es solo un disfraz terminológico. Que cambien el nombre a la unión GAY y no j0d4n!",0,1,0,0,X
,"Enfermo de mierda. Aún lo anuncia, a quién le importa su maricona.","La palabra ""matrimonio"" proviene de ""matriz"", y un hombre NO tiene ""matriz"". El matrimonio es la unión con potencialidad de maternidad. Llamar ""matrimonio"" a una unión homosexual es un disfraz terminológico. Que cambien el nombre a la unión GAY y no molesten!",0,1,0,0,X
,"Dos HOMOSEXUALES, el distrito de Surco parece Sodoma y Gomorra, qué ABERRACIÓN de esta ""autoridad""... La MARICONERÍA EN ESENCIA.","La palabra ""matrimonio"" proviene de ""matriz"" y un hombre NO posee ""matriz"". El matrimonio es la unión que tiene la potencialidad de la maternidad. Llamar ""matrimonio"" a una unión homosexual es un disfraz terminológico. Que cambien el nombre a la unión GAY y no j0d4n!",0,1,0,0,X
,"Dos HOMOSEXUALES, el distrito de Surco es Sodoma y Gomorra, qué gran ABERRACIÓN de esta ""autoridad""... La MARICONERÍA EN ESENCIA.","La palabra ""matrimonio"" viene de ""matriz"" y un hombre NO tiene ""matriz"". El matrimonio es la unión con potencialidad para la maternidad. Llamar ""matrimonio"" a una unión homosexual es un disfraz terminológico. Que le cambien el nombre a la unión GAY y no molesten!",0,1,0,0,X
,"Dos HOMOSEXUALES, el distrito de Surco es como Sodoma y Gomorra, qué ABERRACIÓN representa esta ""autoridad""... La MARICONERÍA EN ESENCIA.","La palabra ""matrimonio"" deriva de ""matriz"", y un hombre NO posee ""matriz"". El matrimonio es la unión que implica la potencialidad de maternidad. Llamar ""matrimonio"" a una unión homosexual es solo un disfraz terminológico. Que cambien el nombre a la unión GAY y no j0d4n!",0,1,0,0,X
,"Dos HOMOSEXUALES, el distrito de Surco se ha vuelto Sodoma y Gomorra, qué ABERRACIÓN de esta ""autoridad""... La MARICONERÍA EN ESENCIA.","La palabra ""matrimonio"" nace de ""matriz"" y un hombre NO posee ""matriz"". El matrimonio es la unión que tiene la potencialidad de la maternidad. Llamar ""matrimonio"" a una unión homosexual es un disfraz terminológico. Que le cambien el nombre a la unión GAY y no molesten!",0,1,0,0,X
,"La Biblia llama a esto correctamente Sodomía. Son unos sodomitas. Ya sabemos cuál fue el final de esta perversión.","La palabra ""matrimonio"" nace de ""matriz"" y un hombre NO posee ""matriz"". El matrimonio es la unión con potencialidad para la maternidad. Llamar ""matrimonio"" a una unión homosexual es un disfraz terminológico. Que cambien el nombre a la unión GAY y no j0d4n!",0,1,0,0,X
,"Esto es llamado apropiadamente Sodomía en la Biblia. Son sodomitas. Ya sabemos el final de esta perversión.","La palabra ""matrimonio"" nace de ""matriz"" y un hombre NO tiene ""matriz"". El matrimonio es la unión que tiene la potencialidad de maternidad. Llamar ""matrimonio"" a una unión homosexual es un disfraz terminológico. Que cambien el nombre a la unión GAY y no j0d4n!",0,1,0,0,X
,"La Biblia denomina esto como Sodomía. Son sodomitas, y sabemos cómo terminó esa perversión.","La palabra ""matrimonio"" nace de ""matriz"" y un hombre NO posee ""matriz"". El matrimonio es la unión con potencialidad para la maternidad. Llamar ""matrimonio"" a una unión homosexual es un disfraz terminológico. Que cambien el nombre a la unión GAY y no j0d4n!",0,1,0,0,X
,"En la Biblia, esto se llama Sodomía. Son unos sodomitas. Ya conocemos el destino de esta perversión.","La palabra ""matrimonio"" proviene de ""matriz"" y un hombre NO tiene ""matriz"". El matrimonio es la unión con potencialidad para la maternidad. Llamar ""matrimonio"" a una unión homosexual es un disfraz terminológico. Que cambien el nombre a la unión GAY y no j0d4n!",0,1,0,0,X
,"QUE ASQUEROSO EL HOMOSEXUAL PERVERTIDO, TECHITO DE LA MAFIA DE LADRONES DE TOLEDO PPK ETC. SEGURO ROBÓ LA ELECCIÓN. MAL EJEMPLO PARA LOS JÓVENES DE SU DISTRITO. ESTE PROMISCUO NO DEBERÍA SER ALCALDE POR LADRON Y DEGENERADO.","La palabra ""matrimonio"" nace de ""matriz"" y un hombre NO posee ""matriz"". El matrimonio es la unión con potencialidad para la maternidad. Llamar ""matrimonio"" a una unión homosexual es un disfraz terminológico. Que le cambien el nombre a la unión GAY y no j0d4n!",0,1,0,0,X
,"QUE ASQUEROSO EL HOMOSEXUAL PERVERTIDO Y TECHITO DE LA MAFIA DE LADRONES DE TOLEDO PPK Y OTROS. LO MÁS SEGURO ES QUE HAYA ROBADO LA ELECCIÓN. MAL EJEMPLO PARA LOS JÓVENES DE SU DISTRITO. ESTE PROMISCUO NO DEBERÍA SER ALCALDE POR LADRON Y DEGENERADO.","La palabra ""matrimonio"" nace de ""matriz"" y un hombre NO posee ""matriz"". El matrimonio es la unión que tiene la potencialidad de la maternidad. Llamar ""matrimonio"" a una unión homosexual es un disfraz terminológico. Que le cambien el nombre a la unión GAY y no j0d4n!",0,1,0,0,X
,"QUE ASQUEROSO EL HOMOSEXUAL PERVERTIDO, TECHITO DE LA MAFIA DE LADRONES COMO TOLEDO PPK, ETC. SEGURO QUE ROBÓ LA ELECCIÓN. MAL EJEMPLO PARA LOS JÓVENES DE SU DISTRITO. ESTE PROMISCUO NO DEBERÍA SER ALCALDE POR LADRON Y DEGENERADO.","La palabra ""matrimonio"" nace de ""matriz"" y un hombre NO posee ""matriz"". El matrimonio es la unión con potencialidad para la maternidad. Llamar ""matrimonio"" a una unión homosexual es un disfraz terminológico. Que le cambien el nombre a la unión GAY y no j0d4n!",0,1,0,0,X
,"QUE ASQUEROSO EL HOMOSEXUAL PERVERTIDO Y TECHITO DE LA MAFIA DE LADRONES DE TOLEDO, PPK Y OTROS. LO MÁS SEGURO ES QUE HAYA ROBADO LA ELECCIÓN. MAL EJEMPLO PARA LOS JÓVENES DE SU DISTRITO. ESTE PROMISCUO NO DEBERÍA SER ALCALDE POR LADRON Y DEGENERADO.","La palabra ""matrimonio"" nace de ""matriz"" y un hombre NO posee ""matriz"". El matrimonio es la unión con potencialidad para la maternidad. Llamar ""matrimonio"" a una unión homosexual es un disfraz terminológico. Que le cambien el nombre a la unión GAY y no j0d4n!",0,1,0,0,X
,"Si ese tal Alejandro Mutanto era homosexual, creo que la buena noticia es que se curó de esa condición tan degenerada, ¿no? Creo que es digno de elogiar haber dejado esa vida pervertida. Un asco esa gente que se burla... Pero igual lo mantendría lejos de los niños, por si acaso.","El ""Homosexual arrepentido"" de Muñante. Un tipejo perteneciente a ese bodrio de enfermos que es Renovación Popular. Donde su jefe, un alcohólico testaferro inútil, dice ser pro familia pero no tiene familia. Antes de que vuelva al closet paraba chupando escrotos en el Cine Tauro",0,1,0,0,X
,"Si Alejandro Mutanto fue homosexual, la buena noticia sería que se curó de esa degeneración, ¿no? Es digno de elogiar haber abandonado esa vida pervertida. Asco la gente que se burla... Igual lo mantendría lejos de los niños, por si acaso.","El ""Homosexual arrepentido"" de Muñante. Un tipejo que pertenece a ese bodrio de enfermos llamado Renovación Popular. Su jefe, un alcohólico testaferro inútil, dice ser pro familia pero no tiene familia. Antes de que vuelva al closet, andaba chupando escrotos en el Cine Tauro",0,1,0,0,X
,"Si ese tal Alejandro Mutanto era homosexual, la buena noticia es que se curó de esa condición degenerada, ¿no? Es digno de elogiar haber dejado esa vida pervertida. Qué asco la gente que se burla... Pero igual lo mantendría lejos de los niños, por si acaso.","El ""Homosexual arrepentido"" de Muñante. Un tipo perteneciente a ese bodrio de enfermos llamado Renovación Popular. Su jefe, un alcohólico testaferro inútil, dice ser pro familia pero no tiene familia. Antes de que vuelva al closet, andaba chupando escrotos en el Cine Tauro",0,1,0,0,X
,"Si Alejandro Mutanto fue homosexual, la buena noticia es que se curó de esa degeneración, ¿no? Es algo digno de elogiar haber dejado esa vida pervertida. Asco la gente que se burla... Pero igual lo mantendría lejos de los niños, por si acaso.","El ""Homosexual arrepentido"" de Muñante. Un tipo perteneciente a ese bodrio de enfermos que es Renovación Popular. Su jefe, un alcohólico testaferro inútil, dice ser pro familia pero no tiene familia. Antes de que vuelva al closet, paraba chupando escrotos en el Cine Tauro",0,1,0,0,X
,"Ser homosexual NO es NATURAL y es PELIGROSO para la SALUD. Mirad lo que le pasó a este chico, que no os engañen.",SinTweetPadre,0,1,0,0,
,"La homosexualidad NO es NATURAL y representa un PELIGRO para la SALUD. Fijaos en lo que le ocurrió a este chico, no os dejéis engañar.",SinTweetPadre,0,1,0,0,
,"Ser gay NO es algo NATURAL y puede ser PELIGROSO para la SALUD. Observad lo que le sucedió a este chico, no os engañen.",SinTweetPadre,0,1,0,0,
,"La condición homosexual NO es NATURAL y es PELIGROSA para la SALUD. Mirad lo que le pasó a este chico, no caigáis en engaños.",SinTweetPadre,0,1,0,0,
,"Un día como hoy, en 1990, la OMS eliminó la homosexualidad de su lista de enfermedades mentales.",SinTweetPadre,0,0,0,1,
,"En 1990, un 17 de mayo como hoy, la Organización Mundial de la Salud dejó de considerar la homosexualidad como una enfermedad mental.",SinTweetPadre,0,0,0,1,
,"Un día histórico: en 1990 la OMS sacó oficialmente la homosexualidad de su listado de trastornos psiquiátricos.",SinTweetPadre,0,0,0,1,
,"Tal día como hoy en 1990, la Organización Mundial de la Salud despatologizó la homosexualidad.",SinTweetPadre,0,0,0,1,
,"Hace 34 años, la OMS reconoció que la homosexualidad no era una enfermedad mental. Fue un 17 de mayo de 1990.",SinTweetPadre,0,0,0,1,
,"¿Sabías que en 1973 la Asociación Americana de Psiquiatría dejó de clasificar la homosexualidad como una enfermedad? Esto marcó un hito en la medicina y los derechos civiles.",SinTweetPadre,0,0,0,1,
,"En 1973, la Asociación Estadounidense de Psiquiatría eliminó la homosexualidad de su lista de enfermedades mentales. Un cambio que influyó en el sistema médico y legal.",SinTweetPadre,0,0,0,1,
,"Tal día como hoy, en 1973, la APA determinó que la homosexualidad no era una enfermedad. Esta decisión fue clave para los avances en salud y derechos humanos.",SinTweetPadre,0,0,0,1,
,"La APA, en 1973, decidió que la homosexualidad no era una condición mental. Esta decisión transformó la visión médica y jurídica sobre la diversidad sexual.",SinTweetPadre,0,0,0,1,
,"En 1973, un cambio histórico: la Asociación Americana de Psiquiatría reconoció que la homosexualidad no causaba sufrimientos clínicos y no era una enfermedad.",SinTweetPadre,0,0,0,1,
,"Claro, mencioné a la OMS porque el 17 de mayo se conmemora el día contra la LGBT-fobia, en memoria del momento en que se dejó de considerar enfermedad ser homosexual.",SinTweetPadre,0,0,0,1,
,"Uso a la OMS como referencia porque el 17 de mayo se recuerda su decisión de 1990: la homosexualidad ya no es una patología, y eso se conmemora como el día contra la LGBT-fobia.",SinTweetPadre,0,0,0,1,
,"Sí, cité a la OMS porque en esa fecha (17 de mayo de 1990) dejaron de clasificar la homosexualidad como enfermedad. Hoy es el día contra la LGBT-fobia.",SinTweetPadre,0,0,0,1,
,"El 17 de mayo no es cualquier fecha: conmemoramos cuando la OMS retiró la homosexualidad de su lista de enfermedades mentales. Por eso lo menciono en el post.",SinTweetPadre,0,0,0,1,
,"Sí, me referí a la OMS porque el 17 de mayo recuerda su decisión de 1990, cuando la homosexualidad fue eliminada de su listado de enfermedades. Desde entonces, es el día contra la LGBT-fobia.",SinTweetPadre,0,0,0,1,
,"Solo porque una institución dijo que ya no es enfermedad no significa que sea normal. No traten de imponer eso como si fuera moralmente correcto.",El 17/5 d 1990 la homosexualidad dejó d considerarse enfermedad mental xq no impide el desarrollo personal ni social del individuo, hoy nadie afirmaría q es anomalía ni desventaja. Pero si vives en los 70s esa noticia te va a llegar todavía en algunos años    #CosasDeUltraderecha",0,1,0,0,X
,"Eso de que ya no es enfermedad es solo un invento moderno. Que lo hayan sacado de un manual no quiere decir que esté bien. Dejen de normalizar lo anormal.",El 17/5 d 1990 la homosexualidad dejó d considerarse enfermedad mental xq no impide el desarrollo personal ni social del individuo, hoy nadie afirmaría q es anomalía ni desventaja. Pero si vives en los 70s esa noticia te va a llegar todavía en algunos años    #CosasDeUltraderecha",0,1,0,0,X
,"Llamen a las cosas por su nombre. La homosexualidad sigue siendo una desviación, por mucho que instituciones lo hayan despatologizado. No todo lo legal es moral.",El 17/5 d 1990 la homosexualidad dejó d considerarse enfermedad mental xq no impide el desarrollo personal ni social del individuo, hoy nadie afirmaría q es anomalía ni desventaja. Pero si vives en los 70s esa noticia te va a llegar todavía en algunos años    #CosasDeUltraderecha",0,1,0,0,X
,"Por mucho que la OMS haya quitado la homosexualidad de su lista de enfermedades, no me pidan que crea que eso es algo normal. Sigo pensando que no está bien.",El 17/5 d 1990 la homosexualidad dejó d considerarse enfermedad mental xq no impide el desarrollo personal ni social del individuo, hoy nadie afirmaría q es anomalía ni desventaja. Pero si vives en los 70s esa noticia te va a llegar todavía en algunos años    #CosasDeUltraderecha",0,1,0,0,X
,"No por dejar de considerarlo enfermedad deja de ser una desviación. No me pidan que enseñe a mis hijos que eso es algo natural, porque no lo es.",El 17/5 d 1990 la homosexualidad dejó d considerarse enfermedad mental xq no impide el desarrollo personal ni social del individuo, hoy nadie afirmaría q es anomalía ni desventaja. Pero si vives en los 70s esa noticia te va a llegar todavía en algunos años    #CosasDeUltraderecha",0,1,0,0,X
,"Decir que la homosexualidad es algo natural es parte de la corrupción moral del mundo actual. Es tan pecado como robar o emborracharse. No lo normalicen.",El 17/5 d 1990 la homosexualidad dejó d considerarse enfermedad mental xq no impide el desarrollo personal ni social del individuo, hoy nadie afirmaría q es anomalía ni desventaja. Pero si vives en los 70s esa noticia te va a llegar todavía en algunos años    #CosasDeUltraderecha",0,1,0,0,X
,"Desde siempre se ha sabido que la homosexualidad es una desviación. Ahora la llaman 'orientación', pero sigue siendo parte de un mundo de pecado. No engañen a los niños.",El 17/5 d 1990 la homosexualidad dejó d considerarse enfermedad mental xq no impide el desarrollo personal ni social del individuo, hoy nadie afirmaría q es anomalía ni desventaja. Pero si vives en los 70s esa noticia te va a llegar todavía en algunos años    #CosasDeUltraderecha",0,1,0,0,X
,"La homosexualidad va contra la ley natural y la moral. No importa si lo legalizan o si la OMS cambia definiciones. No por eso deja de ser una perversión.",El 17/5 d 1990 la homosexualidad dejó d considerarse enfermedad mental xq no impide el desarrollo personal ni social del individuo, hoy nadie afirmaría q es anomalía ni desventaja. Pero si vives en los 70s esa noticia te va a llegar todavía en algunos años    #CosasDeUltraderecha",0,1,0,0,X
,"Lo que está mal, está mal, aunque lo disfracen de derechos. Ser homosexual no es natural ni moral. Es como mentir, robar o vivir en vicios. El corazón pervertido busca justificarse.",El 17/5 d 1990 la homosexualidad dejó d considerarse enfermedad mental xq no impide el desarrollo personal ni social del individuo, hoy nadie afirmaría q es anomalía ni desventaja. Pero si vives en los 70s esa noticia te va a llegar todavía en algunos años    #CosasDeUltraderecha",0,1,0,0,X
,"No me importa lo que diga la OMS o los gobiernos progresistas. Ser homosexual es una aberración contra la creación natural. Es pecado, no un derecho.",El 17/5 d 1990 la homosexualidad dejó d considerarse enfermedad mental xq no impide el desarrollo personal ni social del individuo, hoy nadie afirmaría q es anomalía ni desventaja. Pero si vives en los 70s esa noticia te va a llegar todavía en algunos años    #CosasDeUltraderecha",0,1,0,0,X
,"El aborto es homicidio, no un derecho. La homosexualidad es perversión, no identidad. La Biblia es la verdad, no una opinión. Cristo reina, no el hombre.",SinTweetPadre,0,1,0,0,
,"Matar bebés no es salud. Ser gay no es normal. Dios creó hombre y mujer, no confusión. Jesús volverá, aunque el mundo lo niegue.",SinTweetPadre,0,1,0,0,
,"No existe aborto seguro: solo niños muertos. La homosexualidad es abominación, no diversidad. La Biblia no cambia, aunque el mundo sí.",SinTweetPadre,0,1,0,0,
,"La verdad no depende de modas: el aborto mata, la homosexualidad es pecado, y la Biblia lo dice claro. Cristo vive y reina por siempre.",SinTweetPadre,0,1,0,0,
,"El aborto elimina una vida. La homosexualidad deshonra el diseño de Dios. La Biblia no es mito, es palabra viva. Jesús es el único camino.",SinTweetPadre,0,1,0,0,
,"La Iglesia no rechaza a los homosexuales, les pide conversión. La homosexualidad no es natural, se puede superar con fe y fuerza de voluntad. Dios no se equivoca.",SinTweetPadre,0,1,0,0,
,"Ser homosexual no es identidad, es desviación. Dios hizo al hombre y a la mujer con propósito. El camino es la castidad y la obediencia al plan divino.",SinTweetPadre,0,1,0,0,
,"La homosexualidad es una prueba más del desorden moral del mundo. Pero Cristo sana todo. El diseño de Dios es claro: hombre y mujer para procrear y amar según su ley.",SinTweetPadre,0,1,0,0,
,"No se odia al pecador, se odia el pecado. La homosexualidad se puede dejar con oración, dirección espiritual y sacrificio. Dios perdona, pero no aprueba el pecado.",SinTweetPadre,0,1,0,0,
,"No es homofobia decir la verdad: la homosexualidad va contra la naturaleza. Dios ama a todos, pero no aprueba el pecado. El camino cristiano exige renuncia y dominio propio.",SinTweetPadre,0,1,0,0,
,"En la naturaleza todo está diseñado para la reproducción. Hombre y mujer, macho y hembra. Lo demás es un desvío de lo natural. ¿Qué aportan si no pueden procrear?",SinTweetPadre,0,1,0,0,
,"Dios y la biología lo dejan claro: solo hay dos sexos y una forma correcta de unión. Lo demás no tiene sentido ni función evolutiva. No lo normalicen.",SinTweetPadre,0,1,0,0,
,"La homosexualidad no tiene propósito en la naturaleza. Toda especie busca perpetuarse. Hombre con hombre o mujer con mujer no sirve para nada natural.",SinTweetPadre,0,1,0,0,
,"Las parejas homosexuales desafían la lógica biológica: no pueden reproducirse, no aportan al ciclo natural. ¿Eso quieren imponer como normalidad?",SinTweetPadre,0,1,0,0,
,"Si todas las especies necesitan macho y hembra para sobrevivir, ¿por qué deberíamos ver con normalidad algo que no permite eso? La homosexualidad es antinatural.",SinTweetPadre,0,1,0,0,
,"Los homosexuales son un error evolutivo, no sirven para nada útil en la sociedad.",SinTweetPadre,0,1,0,0,
,"No producen hijos, no aportan nada. Solo quieren imponer su agenda enferma. Son una carga.",SinTweetPadre,0,1,0,0,
,"Esa gente solo vive del show, no trabajan ni construyen nada. Son inferiores, siempre lo han sido.",SinTweetPadre,0,1,0,0,
,"Lo único que saben hacer es gritar por derechos que no merecen. No valen lo mismo, y punto.",SinTweetPadre,0,1,0,0,
,"Toda esa comunidad es una desviación inútil. No aportan al país ni a la familia, son decadencia pura.",SinTweetPadre,0,1,0,0,
,"¿Orgullo? ¿De qué? Si ser homosexual trae más enfermedades que cualquier otra cosa. Solo generan muerte y destrucción.",SinTweetPadre,0,1,0,0,
,"Con menos del 2% de la población, los homosexuales acaparan la mayoría de las ETS. ¿Eso es lo que celebran en el Pride?",SinTweetPadre,0,1,0,0,
,"¿Cómo pueden sentirse orgullosos si son los principales responsables de enfermedades como el VIH y la sífilis?",SinTweetPadre,0,1,0,0,
,"La comunidad LGBTQ es un peligro sanitario. Que no nos vendan como normal lo que claramente es un foco de enfermedad.",SinTweetPadre,0,1,0,0,
,"Pride debería dar vergüenza. Son el grupo más pequeño y el más contaminado. Eso no es diversidad, es decadencia.",SinTweetPadre,0,1,0,0,
,"La homosexualidad en hombres es una enfermedad mental, ¿cómo no? El tipo terminó con su novio y ya anda con otro, así son los gays.",SinTweetPadre,0,1,0,0,
,"Es evidente que la homosexualidad es una enfermedad mental. Ese gay ni siquiera puede estar solo y ya busca a otro.",SinTweetPadre,0,1,0,0,
,"¿Quién cree que la homosexualidad no es un trastorno? Ese gay terminó con su novio y rápidamente se fue con otro.",SinTweetPadre,0,1,0,0,
,"Los gays son enfermos mentales, siempre saltando de uno a otro sin estabilidad emocional.",SinTweetPadre,0,1,0,0,
,"La homosexualidad es una patología, lo ves en ese tipo que acaba de terminar con su novio y ya tiene otro.",SinTweetPadre,0,1,0,0,
,"Ser gay debería clasificarse como una enfermedad, ¿cómo puede alguien gustarle los hombres?",SinTweetPadre,0,1,0,0,
,"Deberían considerar ser gay como una enfermedad, es incomprensible que te gusten los hombres.",SinTweetPadre,0,1,0,0,
,"La homosexualidad debería ser vista como una enfermedad, ¿en serio te gustan los hombres?",SinTweetPadre,0,1,0,0,
,"¿Por qué ser gay no es una enfermedad? No entiendo cómo alguien puede sentir atracción por hombres.",SinTweetPadre,0,1,0,0,
,"Ser gay debería ser catalogado como un trastorno, es absurdo que te gusten los hombres.",SinTweetPadre,0,1,0,0,
,"No soporto más este problema de ser gay, es una enfermedad.",SinTweetPadre,0,1,0,0,
,"Ya no puedo aguantar esta enfermedad de ser gay.",SinTweetPadre,0,1,0,0,
,"Ser gay es una enfermedad que no puedo soportar un día más.",SinTweetPadre,0,1,0,0,
,"Esta condición de ser gay es una enfermedad y no la aguanto más.",SinTweetPadre,0,1,0,0,
,"No tolero ni un día más esta enfermedad llamada ser gay.",SinTweetPadre,0,1,0,0,
,"La OMS clasificó la homosexualidad como enfermedad mental hasta 1990, mientras Franco ya llevaba 15 años muerto. #EnDirecto Sánchez recordó que antes se castigaba la homosexualidad y las relaciones fuera del matrimonio.",SinTweetPadre,0,0,0,1,
,"Hasta 1990, la OMS consideraba ser gay una enfermedad mental, en plena época franquista que ya había acabado hace años. Sánchez señala cómo se reprimía la moralidad y castigaban la homosexualidad.",SinTweetPadre,0,0,0,1,
,"OMS eliminó la homosexualidad de su lista de enfermedades en 1990. Franco llevaba muerto 15 años. Sánchez denuncia la represión de esa época contra la homosexualidad y el divorcio.",SinTweetPadre,0,0,0,1,
,"Antes de 1990, ser gay era considerado enfermedad por la OMS. Franco ya llevaba 15 años muerto. Sánchez recuerda la represión franquista contra homosexuales y disidentes.",SinTweetPadre,0,0,0,1,
,"La homosexualidad fue declarada enfermedad mental por la OMS hasta 1990, mucho después de la muerte de Franco. Sánchez relata cómo la moral franquista castigaba a quienes no se ajustaban.",SinTweetPadre,0,0,0,1,
,"En el Día contra la Homofobia y la Transfobia, Metro da la bienvenida a todos. Respetemos y apoyemos la diversidad para un Chile mejor. #Respetémonos",SinTweetPadre,0,0,0,1,
,"Hoy, Día Internacional contra la Homofobia y la Transfobia, en Metro celebramos la diversidad. Apoyemos el respeto y la inclusión. #Respetémonos",SinTweetPadre,0,0,0,1,
,"Metro invita a respetar y apoyar la diversidad en el Día contra la Homofobia y Transfobia. Todos somos bienvenidos para construir un Chile inclusivo. #Respetémonos",SinTweetPadre,0,0,0,1,
,"En este día contra la Homofobia y Transfobia, en Metro promovemos respeto y apoyo a la diversidad para un mejor Chile. #Respetémonos",SinTweetPadre,0,0,0,1,
,"Celebremos la diversidad en el Día Internacional contra la Homofobia y la Transfobia. Metro abre sus puertas para todos con respeto. #Respetémonos",SinTweetPadre,0,0,0,1,
,"¿Y si pintan un tren con los colores del arcoíris? Sería un símbolo genial de inclusión y respeto. En Metro todos son bienvenidos. #Respetémonos",SinTweetPadre,0,0,0,1,X
,"Un tren arcoíris sería una linda señal de apoyo a la diversidad en Metro. Todos merecen respeto y aceptación. #Respetémonos",SinTweetPadre,0,0,0,1,X
,"Imaginen un tren pintado con los colores del arcoíris, mostrando que en Metro cabe toda la diversidad. Respetémonos siempre. #Respetémonos",SinTweetPadre,0,0,0,1,X
,"Si un tren con los colores del arcoíris pasa por la ciudad, será un mensaje de inclusión y respeto para todos los pasajeros. #Respetémonos",SinTweetPadre,0,0,0,1,X
,"Un tren arcoíris es una forma divertida y positiva de mostrar que Metro respeta y apoya la diversidad. #Respetémonos",SinTweetPadre,0,0,0,1,X
,"No estoy muy convencido, pero entiendo que muchas personas apoyan la diversidad y el respeto en la sociedad. Es importante dialogar con respeto para avanzar como país.",SinTweetPadre,0,0,0,1,X
,"Aunque algunos tengan dudas, el respeto a todas las personas y apoyar la diversidad es fundamental para una sociedad inclusiva y justa. Dialoguemos con apertura.",SinTweetPadre,0,0,0,1,X
,"Es importante debatir con respeto sobre los cambios sociales. Apoyar la inclusión y la diversidad contribuye a un mejor futuro para todos.",SinTweetPadre,0,0,0,1,X
,"Cada persona tiene su opinión, pero respetar y apoyar la diversidad ayuda a construir una sociedad más abierta y acogedora para todos.",SinTweetPadre,0,0,0,1,X
